,Unnamed: 0,ID,Code,Language Name,Alternate Names,Endangerment Status,Estimated Speakers,Language Family,Dialects/Variants,Additional Information,Notes,Geographical Regions,Region,Coordinates,Index,Country,Latitude,Longitude
1832,2212,10560,lkl,Laeko-Libuat,Laeko; Laeko-Limbuat; Watalu; Waitalu,Threatened,538.0,Torricelli; Maimai,,,,Papua New Guinea;,Pacific,"(-3.7, 142.24)",1626,Papua New Guinea,-3.7,142.24
1833,2213,4478,laf,Lafofa,,Endangered,600.0,Niger-Congo,Jebel El Amira; Jebel Tekeim; Lafofa;,,,Sudan;,Africa,"(10.25, 31.25)",1627,Sudan,10.25,31.25
1834,2214,3576,lgb,Laghu,Lagu; Katova;,Dormant,0.0,Austronesian; Malayo-Polynesian;Oceanic; Meso Melanesian ,,,,Solomon Islands;,Pacific,"(-7.6157, 158.7359)",1628,Solomon Islands,-7.6157,158.7359
1835,2215,4498,lgh,Laghuu,Yi; Laopa; Xá Phó; Lolo; Laghuu,Endangered,1000.0,Sino-Tibetan; Lolo-Burmese,,,,Vietnam;,Southeast Asia,"(23.6166, 105.6833)",1629,Vietnam,23.6166,105.6833
1836,2216,10169,kot,Lagwan,Logone; Lagwan Kotoko; Kotoko-Logone; Logone-Birni Kotoko; Lagwane; Lagouane;,Vulnerable,10000.0,Afro-Asiatic; Chadic; Biu-Mandara,Logone-Gana; Logone-Birni; Affade,,,Nigeria;Cameroon;Chad;,Africa,,1630,Nigeria,,
1837,2217,10169,kot,Lagwan,Logone; Lagwan Kotoko; Kotoko-Logone; Logone-Birni Kotoko; Lagwane; Lagouane;,Vulnerable,10000.0,Afro-Asiatic; Chadic; Biu-Mandara,Logone-Gana; Logone-Birni; Affade,,,Nigeria;Cameroon;Chad;,Africa,,1630,Cameroon,,
1838,2218,10169,kot,Lagwan,Logone; Lagwan Kotoko; Kotoko-Logone; Logone-Birni Kotoko; Lagwane; Lagouane;,Vulnerable,10000.0,Afro-Asiatic; Chadic; Biu-Mandara,Logone-Gana; Logone-Birni; Affade,,,Nigeria;Cameroon;Chad;,Africa,,1630,Chad,,
1839,2219,4500,lhh,Laha (Indonesia),Central Ambon;,Threatened,3890.0,Austronesian; Malayo-Polynesian; Central Maluku; Nunusaku,,,,Indonesia;,Southeast Asia,"(-3.71, 128.07)",1631,Indonesia,-3.71,128.07
1840,2221,2282,lji,Laiyolo,Da'ang; Barang-Barang;,Endangered,800.0,Austronesian; Malayo-Polynesian; Celebic; Wotu-Wolio,Laiyolo; Barang-Barang;,,,Indonesia;,Southeast Asia,"(-6.3862, 120.4733)",1633,Indonesia,-6.3862,120.4733
1841,2222,1505,1l4,Laji,Lachi; Lipulio; Y To; Y Pí; Y Póng; Y Mia; Cù Te; Cu-Tê; I To; Y Poong; Ku Te; La Chi; Laji; Lati; Tai Lati,Critically Endangered,200.0,Tai-Kadai; Kadai; Ge-Chi; Lachi,,,Closely related to the Lachi (lbt) who are a recognized ethnic group in Vietnam. Note: Ethnologue and other sources do not distinguish Laji from Lachi.,China;,East Asia,,1634,China,,
1842,2224,4511,lkh,Lakha,Tshangkha,Threatened,8000.0,Sino-Tibetan; Bodish,,,,Bhutan;,South Asia,"(27.488, 89.899)",1636,Bhutan,27.488,89.899
1843,2225,1434,lbc,Lakkia,Lakkja; Lakja; Lakia; Lajia; Tai Laka; Laka; Chashan Yao; Tea Mountain Yao; Lak(k)ia; 茶山瑤,Threatened,9000.0,Tai-Kadai; Kam-Tai; Lakkia-Kam-Sui; Lakkia,,,,China;,East Asia,"(24.0833333333, 110.166666667)",1637,China,24.0833333333,110.166666667
1844,2226,1743,lkn,Lakon,Lakona; Gaua; Gog; Vure; Vurē; Banks-Inseln;,Endangered,800.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,,Vanuatu;,Pacific,"(-14.251, 167.422)",1638,Vanuatu,-14.251,167.422
1845,2227,2052,lkt,Lakota,Lakhota; Lakȟótiyapi; Teton,Endangered,2200.0,Siouan; Mississippi Valley Siouan; Dakota,,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.",USA;Canada;,North America,,1639,United States of America,,
1846,2228,2052,lkt,Lakota,Lakhota; Lakȟótiyapi; Teton,Endangered,2200.0,Siouan; Mississippi Valley Siouan; Dakota,,,"Lakota (Teton) is one of 3 major dialects of Sioux, a cover term for the varieties of the Dakotan dialect complex other than Assiniboine and Stoney.",USA;Canada;,North America,,1639,Canada,,
1847,2229,10939,laku1238,Lakurumau,Laxudamau; Lakuramau; Loxodumau;,Endangered,800.0,Austronesian; Western Oceanic; Meso-Melanesian;,,,,Papua New Guinea;,Pacific,,1640,Papua New Guinea,,
1848,2230,5606,bfc,Lama,Bijang Bai; Bai; Northern Bai; Laemae,Endangered,15000.0,Sino-Tibetan; Baic,Lanping; Nujiang;,,,China;,East Asia,"(29.159356, 99.881936)",1641,China,29.159356,99.881936
1849,2231,4486,lby,Lamalama,Lamulamul;  Lamu-Lamu; Mba Rumbathama; Bakanambia; Barum Bathama; Korko Lama Lama; Mba Rrumbathama; Mbarrumbathama;Lama-Lama;,Critically Endangered,1.0,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"(-14.62330833, 143.8556152)",1642,Australia,-14.62330833,143.8556152
1850,2232,5307,quf,Lambayeque Quechua,Ferreñafe Quechua; Cañaris-Incahuasi; Cañaris Quechua,Threatened,20000.0,Quechuan; Quechua II,,,"The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)",Peru;,South America,"(-7.1772, -78.673)",1643,Peru,-7.1772,-78.673
1851,2233,10820,lmu,Lamen,Lamenu; Varmali,Endangered,850.0,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,,,,Vanuatu;,Pacific,,1644,Vanuatu,,
1852,2234,849,lmk,Lamkang,,Endangered,5894.0,Sino-Tibetan; Kukish,,,,India;,South Asia,"(24.2569, 94.0759)",1645,India,24.2569,94.0759
1853,2235,5131,llh,Lamu,,Endangered,120.0,Sino-Tibetan; Lolo-Burmese,,,Closely related to Lisu.,China;,East Asia,"(26.2434, 100.8654)",1646,China,26.2434,100.8654
1854,2236,7716,ldm,Landoma,Landouman; Landuma; Tyapi; Tyopi; Tiapi; Cocoli; Temne; Tyop,Vulnerable,25000.0,Niger-Congo; Atlantic-Congo; Mel,Tiapi;,,,Guinea;,Africa,"(11.0, -13.0)",1647,Guinea,11.0,-13.0
1855,2237,552,mcu-lan,Langa,,Endangered,500.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Northern Bantoid,,,,Cameroon;,Africa,,1648,Cameroon,,
1856,2238,10517,lnm,Langam,,Endangered,254.0,Mongol-Langam-Ulwa,,,,Papua New Guinea;,Pacific,"(-4.3, 143.88)",1649,Papua New Guinea,-4.3,143.88
1857,2240,1512,yln,Langnian Buyang,"Buyang Zhuang; Eastern Buyang; Funing Buyang; Buozaang; Buyang, Langnian; 郎念布央",Severely Endangered,300.0,Tai-Kadai; Kadai; Buyang,,,,China;,East Asia,"(23.4146, 105.7632)",1651,China,23.4146,105.7632
1858,2241,3391,oci-lnc,Languedocien,Languedocien Occitan; Languedocian; Lengadoucian; Languedoc; Langadoc; Occitan; Occitani;,Vulnerable,1000000.0,Indo-European; Italic; Romance; Western Romance,Guyennais; Languedocien Moyen; Bas-Languedocien; Haut-Languedocien;,,A variety of Occitan.,France;,Europe,"(43.8899, 2.5378)",1652,France,43.8899,2.5378
1859,2242,1261,lnh,Lanoh,Lanoh Jengjeng; Jengjeng,Endangered,350.0,Austro-Asiatic; Aslian; Central Aslian,Jengjeng; Kobak; Sabüm; Semnam; Yir,,"'Lanoh' is the official Malaysian label for a number of Central Aslian varieties in the Perak valley, but only speakers of some of these refer to themselves as Lanoh. There is no other label for this group as a whole. Varieties/dialects include Jengjeng, Kobak, Sabüm, Semnam, and Yir. Of these, only Semnam is still spoken on a daily basis (c. 300 speakers).",Malaysia;,Southeast Asia,,1653,Malaysia,,
1860,2246,1436,laq,Laqua,Bubiao; Pu Peo; Ka Beo; Ka Bao; Ka Biao; Pubiao; Pupeo; Pu Péo; Pen Ti Lolo; Bendi Lolo; KaBeo; Pubiao; Qabiao; 普標語,Severely Endangered,432.0,Tai-Kadai; Kadai; Laqua-Lachi,,,,China;Vietnam;,Southeast Asia;East Asia,"(23.1666, 105.1)",1656,China,23.1666,105.1
1861,2247,1436,laq,Laqua,Bubiao; Pu Peo; Ka Beo; Ka Bao; Ka Biao; Pubiao; Pupeo; Pu Péo; Pen Ti Lolo; Bendi Lolo; KaBeo; Pubiao; Qabiao; 普標語,Severely Endangered,432.0,Tai-Kadai; Kadai; Laqua-Lachi,,,,China;Vietnam;,Southeast Asia;East Asia,"(23.1666, 105.1)",1656,Vietnam,23.1666,105.1
1862,2249,3787,lbz,Lardil,Engarilla; Eugoola; Ganggalida; Iukala; Jakula; Jogula; Jokal; Jokala; Jokul; Jokula; Jokulta; Jugul; Jugulda; Jungulda; Kanggaleida; Yangarella; Yookala; Yugulda; Yukula; Yukulta; Laierdila; Ladil; Lardill; Kunana; Kuna'na; Gunana; Mornington Island tribe; Leerdil;,Critically Endangered,5.0,Tangkic,,,,Australia;,Australia,"(-16.53360037, 139.4069131)",1658,Australia,-16.53360037,139.4069131
1863,2250,4536,lrv,Larëvat,Larevat; Laravat; Mallicolo;,Endangered,750.0,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,,,,Vanuatu;,Pacific,"(-16.153903, 167.357442)",1659,Vanuatu,-16.153903,167.357442
1864,2251,4531,lrl,Lari,Larestani; *Achomi; Fars;,Vulnerable,80000.0,Indo-European; Indo-Iranian; Iranian; Western Iranian,Khonj; Gerash; Evaz; Lari; Bastak; Bikha;,,,Iran;,Near East,"(27.8585, 54.8547)",1660,Iran,27.8585,54.8547
1865,2252,4533,lro,Laro,Laru; Aaleira; Yillaro; Ngwullaro;,Vulnerable,40000.0,Niger-Congo; Heiban; West-Central Heiban,Tunduli; Laro;,,,Sudan;,Africa,"(10.7685, 29.902)",1661,Sudan,10.7685,29.902
1866,2253,4530,lrg,Larrakiya,Laragiya; Larakia; Larakiya; Gulumirrgin; Larrakia; Larrakeah; Larrakeeyah; Larrakiha; Larragea; Larrekiya; Larreekeeyah; Larikia; Larrikia; Larrikiya; Larriquia; Larragia; Larekia; Ngandalagarak; Larrekiy; Larrakeeha; Larakeeyah;  Larrak-eah; Binnimiginda; Gunmajerrumba; Marri; Larrakia;Laragia;,Critically Endangered,6.0,Unclassified; Darwin Region?,,,,Australia;,Australia,"(-12.70664484, 130.7862123)",1662,Australia,-12.70664484,130.7862123
1867,2254,4535,lsa,Lasgerdi,,Threatened,1000.0,Indo-European; Indo-Iranian; Iranian; Western Iranian,,,,Iran;,Near East,"(34.8679, 53.4924)",1663,Iran,34.8679,53.4924
1868,2255,2265,luf,Laua,Labu; Lauwa;,Critically Endangered,1.0,Trans-New Guinea; Mailuan,,,,Papua New Guinea;,Pacific,"(-10.1824, 149.2053)",1664,Papua New Guinea,-10.1824,149.2053
1869,2256,1332,law,Lauje,Laudje; Tinombo; Ampibabo-Lauje;,Threatened,38000.0,Austronesian; Malayo-Polynesian; Celebic; Tomini-Tolitoli,Ampibabo;,,,Indonesia;,Southeast Asia,"(-0.5, 120.0)",1665,Indonesia,-0.5,120.0
1870,2257,3968,brb,Lave,Brao; Braou; Brau; Proue; Brou; Love; Laveh; Rawe; Veh; Prou; Lue,Vulnerable,32230.0,Austro-Asiatic; Bahnaric; Eastern  Bahnaric; West Bahnaric; Brao-Kravet,Palau,,,Vietnam;Laos;Cambodia;,Southeast Asia,"(14.1666666667, 107.5)",1666,Vietnam,14.1666666667,107.5
1871,2258,3968,brb,Lave,Brao; Braou; Brau; Proue; Brou; Love; Laveh; Rawe; Veh; Prou; Lue,Vulnerable,32230.0,Austro-Asiatic; Bahnaric; Eastern  Bahnaric; West Bahnaric; Brao-Kravet,Palau,,,Vietnam;Laos;Cambodia;,Southeast Asia,"(14.1666666667, 107.5)",1666,Laos,14.1666666667,107.5
1872,2259,3968,brb,Lave,Brao; Braou; Brau; Proue; Brou; Love; Laveh; Rawe; Veh; Prou; Lue,Vulnerable,32230.0,Austro-Asiatic; Bahnaric; Eastern  Bahnaric; West Bahnaric; Brao-Kravet,Palau,,,Vietnam;Laos;Cambodia;,Southeast Asia,"(14.1666666667, 107.5)",1666,Cambodia,14.1666666667,107.5
1873,2260,10269,lvk,Lavukaleve,Laumbe; Laube; Russell Island; Lakukaleve;,Threatened,1700.0,Isolate,,,,Solomon Islands;,Pacific,"(-9.079, 159.22)",1667,Solomon Islands,-9.079,159.22
1874,2262,2246,lzz,Laz,,Vulnerable,27500.0,South Caucasian,Ardaşen-Atina (Ardeşen-Pazar); Vits’e-Arkabe (Fındıklı-Arhavi); Khopa (Hopa- Borçka),,It is important to note that South Caucasian is not genetically related in any demonstrable way to other language families of the Caucasus.,Turkey;Georgia;,Europe;Caucasus,"(41.5, 41.5)",1669,Turkey,41.5,41.5
1875,2263,2246,lzz,Laz,,Vulnerable,27500.0,South Caucasian,Ardaşen-Atina (Ardeşen-Pazar); Vits’e-Arkabe (Fındıklı-Arhavi); Khopa (Hopa- Borçka),,It is important to note that South Caucasian is not genetically related in any demonstrable way to other language families of the Caucasus.,Turkey;Georgia;,Europe;Caucasus,"(41.5, 41.5)",1669,Georgia,41.5,41.5
1876,2265,2915,lec,Leco,Leko; Lapalapa; Chuncho Aleniano; Leko; Rik'a; Ateniano;,Dormant,0.0,Isolate; South American,,,,Bolivia;,South America,"(-15.0, -67.9166666667)",1671,Bolivia,-15.0,-67.9166666667
1877,2266,2283,lcc,Legenyem,Laganyan;,Endangered,250.0,Austronesian; Malayo-Polynesian; South Halmahera-West New Guinea,,,,Indonesia;,Southeast Asia,"(-0.3186, 130.7345)",1672,Indonesia,-0.3186,130.7345
1878,2267,7371,tql,Lehali,Teqel; Tekel;,Endangered,250.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,,Vanuatu;,Pacific,"(-13.5, 167.33)",1673,Vanuatu,-13.5,167.33
1879,2268,7709,cae,Lehar,Lala; Laalaa;,Threatened,7500.0,Niger-Congo; Atlantic-Congo; North Atlantic,,,,Senegal;,Africa,"(14.951791, -16.818728)",1674,Senegal,14.951791,-16.818728
1880,2269,4512,llk,Lelak,,Endangered,220.0,Austronesian; Malayo-Polynesian; North Borneo; North Sarawakan,Dali; Lelak;,,,Malaysia;,Southeast Asia,"(4.11426, 114.029)",1675,Malaysia,4.11426,114.029
1881,2270,10802,lpa,Lelepa,Havannah Harbour,Endangered,400.0,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,,,,Vanuatu;,Pacific,,1676,Vanuatu,,
1882,2271,7373,lrz,Lemerig,Sasar; Banks-Inseln;,Critically Endangered,2.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,,Vanuatu;,Pacific,,1677,Vanuatu,,
1883,2272,2284,ley,Lemolang,Baebunta;,Threatened,2000.0,Austronesian; Malayo-Polynesian; South Sulawesi,,,,Indonesia;,Southeast Asia,"(-2.6303, 120.1849)",1678,Indonesia,-2.6303,120.1849
1884,2273,10751,nms,Lendamboi ,Small Nambas; Letemboi,Endangered,800.0,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,,,,Vanuatu;,Pacific,"(-16.43, 167.57)",1679,Vanuatu,-16.43,167.57
1885,2274,2285,lgi,Lengilu,,Critically Endangered,4.0,Austronesian; Malayo-Polynesian; North Borneo; North Sarawakan,,,,Indonesia;,Southeast Asia,"(3.7327, 115.8728)",1680,Indonesia,3.7327,115.8728
1886,2275,4496,ler,Lenkau,Admiralitäts-inseln;,Endangered,250.0,Austronesian; Malayo-Polynesian; Oceanic; Admiralty Islands,,,,Papua New Guinea;,Pacific,"(-2.33, 147.74)",1681,Papua New Guinea,-2.33,147.74
1887,2279,4528,lpe,Lepki,,Endangered,530.0,Unclassified; Lepki-Murkim-Kembra?,,,,Indonesia;,Southeast Asia,"(-4.11, 140.46)",1683,Indonesia,-4.11,140.46
1888,2281,5657,hru-lev,Levai,Bangru,Threatened,1000.0,Unclassified; Sino-Tibetan?,,,Language appears more similar to Miji/Sajalong. Some consider it a dialect of Hruso.,India;,South Asia,,1685,India,,
1889,2282,4503,lhp,Lhokpu,Lhobikha; Taba-Damey-Bikha,Threatened,2500.0,Sino-Tibetan,,,,Bhutan;,South Asia,"(27.045, 89.053)",1686,Bhutan,27.045,89.053
1890,2283,5642,lhm,Lhomi,Lhoket; Shing Saapa; Kath Bhote; Kar Bhote,Vulnerable,3130.0,Sino-Tibetan; Bodish,,,,India;Nepal;China;,South Asia;East Asia,"(27.6666666667, 87.4166666667)",1687,India,27.6666666667,87.4166666667
1891,2284,5642,lhm,Lhomi,Lhoket; Shing Saapa; Kath Bhote; Kar Bhote,Vulnerable,3130.0,Sino-Tibetan; Bodish,,,,India;Nepal;China;,South Asia;East Asia,"(27.6666666667, 87.4166666667)",1687,Nepal,27.6666666667,87.4166666667
1892,2285,5642,lhm,Lhomi,Lhoket; Shing Saapa; Kath Bhote; Kar Bhote,Vulnerable,3130.0,Sino-Tibetan; Bodish,,,,India;Nepal;China;,South Asia;East Asia,"(27.6666666667, 87.4166666667)",1687,China,27.6666666667,87.4166666667
1893,2286,4509,lix,Liabuku,Liabuka;,Severely Endangered,75.0,Austronesian; Malayo-Polynesian; Celebic; Muna-Buton,,,,Indonesia;,Southeast Asia,"(-5.32, 122.7)",1688,Indonesia,-5.32,122.7
1894,2287,5658,njn,Liangmai Naga,"Liangmai; Kwoireng; Kacha; Liyang; Lyengmai; Liangmei; Lyangmay; Naga, Liangmai",Vulnerable,34232.0,Sino-Tibetan; Zemeic,,,,India;,South Asia,"(25.2794, 93.6694)",1689,India,25.2794,93.6694
1895,2288,2287,lio,Liki,Moar;,Severely Endangered,11.0,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,,,,Indonesia;,Southeast Asia,"(-1.6202, 138.738)",1690,Indonesia,-1.6202,138.738
1896,2289,2266,lib,Likum,Admiralitäts-inseln;,Severely Endangered,80.0,Austronesian; Malayo-Polynesian; Oceanic; Admiralty Islands,,,,Papua New Guinea;,Pacific,"(-2.1651, 146.6921)",1691,Papua New Guinea,-2.1651,146.6921
1897,2290,10578,lll,Lilau,Ngaimbom,Endangered,410.0,Torricelli; Bogia,,,,Papua New Guinea;,Pacific,"(-4.35, 144.99)",1692,Papua New Guinea,-4.35,144.99
1898,2291,1621,lif,Limbu,Yakthung Pan; Limbo; Lumbu; Tsong; Chang; Monpa; Subah; Suffah. Yakthūngbā,Threatened,300000.0,Sino-Tibetan; Kiranti,Panthare; Taplejunge; Chattare; Phedappe; Chaubise,,,India;Nepal;,South Asia,"(27.1666666667, 87.75)",1693,India,27.1666666667,87.75
1899,2292,1621,lif,Limbu,Yakthung Pan; Limbo; Lumbu; Tsong; Chang; Monpa; Subah; Suffah. Yakthūngbā,Threatened,300000.0,Sino-Tibetan; Kiranti,Panthare; Taplejunge; Chattare; Phedappe; Chaubise,,,India;Nepal;,South Asia,"(27.1666666667, 87.75)",1693,Nepal,27.1666666667,87.75
1900,2293,4515,lmc,Limilngan,Limil; Minitjja; Manadja; Minitji; Baneidja; Bani:dja; Banidja; Buneidja; Buneidya; Buneitja; Lemil; Manasi; Manidja; Manitja; Menassie; Minidja; Minitja; Minitjaa; Minityi; Minnitji; Punaka; Puneitja; Punuurlu;,Critically Endangered,3.0,Limilngan,,,,Australia;,Australia,"(-12.47762877, 131.8581747)",1694,Australia,-12.47762877,131.8581747
1901,2294,10461,oci-lim,Limousin,Limousin Occitan; Lemosin; Occitan Limousin,At risk,400000.0,Indo-European; Italic; Romance; Western Romance,Bas-Limousin; Haut-Limousin,,A variety of Occitan.,France;,Europe,"(46.0579, 1.8017)",1695,France,46.0579,1.8017
1902,2296,6666,lnj,Linngithigh,Linngithig; Leningitij; Linngidhigh; Cabati; Ladamngid; Latangeti; Latarngit; Leiningidi; Leningiti; Lenngeti; Lenngidgh; Lingitir; Linngiti; Onnatangnit; Umngnity; Winda Winda; Laini-ngitti; Linŋit̯iγ;,Dormant,0.0,Pama-Nyungan; Paman,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,"(-12.99121804, 141.7166807)",1697,Australia,-12.99121804,141.7166807
1903,2298,2288,lcl,Lisela,Buru; North Buru; Li Enyorot; Liet Enjorot; Wayapo;,Vulnerable,11900.0,Austronesian; Malayo-Polynesian; Central Maluku; West Central Maluku,Tagalisa; Lisela;,,,Indonesia;,Southeast Asia,"(-3.2392, 127.0239)",1699,Indonesia,-3.2392,127.0239
1904,2299,4537,lsd,Lishana Deni,Judeo-Aramaic; Lishan Hudaye; Lishan Hozaye; Kurdit;,Threatened,7500.0,Afro-Asiatic; Semitic; Aramaic,"Betanure, Čālla, Gzira, (Jewish) Amәdya (ʿAmidya), (Jewish) Dohuk, (Jewish) Nerwa, (Jewish) Zaxo",,,Israel;Iraq;,Near East,"(37.0837, 42.405488)",1700,Israel,37.0837,42.405488
1905,2300,4537,lsd,Lishana Deni,Judeo-Aramaic; Lishan Hudaye; Lishan Hozaye; Kurdit;,Threatened,7500.0,Afro-Asiatic; Semitic; Aramaic,"Betanure, Čālla, Gzira, (Jewish) Amәdya (ʿAmidya), (Jewish) Dohuk, (Jewish) Nerwa, (Jewish) Zaxo",,,Israel;Iraq;,Near East,"(37.0837, 42.405488)",1700,Iraq,37.0837,42.405488
1906,2301,4545,lzl,Litzlitz,Naman; Litzlitz-Visele; Mallicolo,Critically Endangered,17.5,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,,,,Vanuatu;,Pacific,"(-16.114, 167.439)",1701,Vanuatu,-16.114,167.439
1907,2303,3281,olo,Livvi,Livvi Karelian; Olonets; Aunus; ливвиковский язык; liygi; livvin kieli; Aunuksenkarjalan kieli; Livvikovian; Southern Olonetsian;Olonec; Südwest-Karelisch; Olonetzisch; aunuksen kieli; livviki; livvikovskij jazyk; Southern Karelian; Lívõnkél; Livvikovian; Olonecian; Livvisch;,Endangered,27000.0,Uralic; Finnic,,,,Russia;Finland;,Caucasus;Europe;East Asia,"(61.1273, 32.8765)",1703,Russia,61.1273,32.8765
1908,2304,3281,olo,Livvi,Livvi Karelian; Olonets; Aunus; ливвиковский язык; liygi; livvin kieli; Aunuksenkarjalan kieli; Livvikovian; Southern Olonetsian;Olonec; Südwest-Karelisch; Olonetzisch; aunuksen kieli; livviki; livvikovskij jazyk; Southern Karelian; Lívõnkél; Livvikovian; Olonecian; Livvisch;,Endangered,27000.0,Uralic; Finnic,,,,Russia;Finland;,Caucasus;Europe;East Asia,"(61.1273, 32.8765)",1703,Finland,61.1273,32.8765
1909,2305,5562,duj-lil,Liyagalawumirr,,Severely Endangered,50.0,Pama-Nyungan; Yolngu,,,,Australia;,Australia,,1704,Australia,,
1910,2306,5549,duj-liy,Liyagawumirr,,Severely Endangered,50.0,Pama-Nyungan; Yolngu,,,,Australia;,Australia,,1705,Australia,,
1911,2307,10624,,Lizu,里汝語; Lüzu; 吕蘇; 傈蘇,Endangered,4000.0,Sino-Tibetan; Tibeto-Burman; Qiangic,,"The Ethnologue Ersu [ers] contains three mutually unintelligible languages, i.e. Duoxu /do³³-ɕu³³-na³¹/ (central Ersu), Ersu /ə́˞súxò/ (eastern Ersu), and Lisu /lîzûhû/ or /lŷzûhû/ (western Ersu). ","Note that not to be confused with Lisu [lis] which is a Loloish language. Documentation project “Ersu and Xumi: Comparative and Cross-Varietal Documentation of Highly Endangered Languages of South-West China” by CNRS-CRLAO (France), Sichuan Minorities Institute, and Xichang College, supported by  the Endangered Languages Documentation Programme (grant number MPD0257), 2013-2016.",China;,East Asia,"(28.330373, 101.36055)",1706,China,28.330373,101.36055
1912,2308,10822,lht,Lo-Toga,Loh; Toga,Endangered,580.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,,Vanuatu;,Pacific,,1707,Vanuatu,,
1913,2309,6030,lgq,Logba,,Threatened,7500.0,Niger-Congo; Atlantic-Congo; Kwa,,,,Ghana;,Africa,"(6.952328, 0.472206)",1708,Ghana,6.952328,0.472206
1914,2310,4523,lof,Logol,Lukha,Threatened,2600.0,Niger-Congo; Heiban; West-Central Heiban,,,,Sudan;,Africa,"(10.8521, 30.6463)",1709,Sudan,10.8521,30.6463
1915,2311,4508,liu,Logorik,Liguri;,Threatened,2000.0,Daju; Eastern Daju,Liguri; Tallau; Saburi;,,,Sudan;,Africa,"(11.1433, 29.8306)",1710,Sudan,11.1433,29.8306
1916,2312,3387,src,Logudorese Sardinian,"Sardinian; Logudorese; Sardinian, Logudorese; Logodurese Sardinian; Sard; Sardarese; Central Sardinian;",Threatened,500000.0,Indo-European; Italic; Romance,Northern Logudorese; Nuorese; Southwestern Logudorese; Barbaricino;,,,Italy;,Europe,"(40.1116, 9.1845)",1711,Italy,40.1116,9.1845
1917,2313,1708,arw,Lokono,Arawak; Arawák; Aruak; Arowak; Locono; Arwuak;,Severely Endangered,2000.0,Arawakan; Northern Arawakan; Maritime,Western (Guyanese) Lokono; Eastern (Surinamese) Lokono,,"Lokono has two mutually intelligible dialects. Western Lokono (or Guyanese Lokono) is spoken in Guyana, and Eastern Lokono (or Surinamese Lokono) in Suriname and French Guiana. (Rybka 2015)",Venezuela;Guyana;Suriname;French Guiana;,South America,"(5.455394, -55.187788)",1712,Venezuela,5.455394,-55.187788
1918,2314,1708,arw,Lokono,Arawak; Arawák; Aruak; Arowak; Locono; Arwuak;,Severely Endangered,2000.0,Arawakan; Northern Arawakan; Maritime,Western (Guyanese) Lokono; Eastern (Surinamese) Lokono,,"Lokono has two mutually intelligible dialects. Western Lokono (or Guyanese Lokono) is spoken in Guyana, and Eastern Lokono (or Surinamese Lokono) in Suriname and French Guiana. (Rybka 2015)",Venezuela;Guyana;Suriname;French Guiana;,South America,"(5.455394, -55.187788)",1712,Guyana,5.455394,-55.187788
1919,2315,1708,arw,Lokono,Arawak; Arawák; Aruak; Arowak; Locono; Arwuak;,Severely Endangered,2000.0,Arawakan; Northern Arawakan; Maritime,Western (Guyanese) Lokono; Eastern (Surinamese) Lokono,,"Lokono has two mutually intelligible dialects. Western Lokono (or Guyanese Lokono) is spoken in Guyana, and Eastern Lokono (or Surinamese Lokono) in Suriname and French Guiana. (Rybka 2015)",Venezuela;Guyana;Suriname;French Guiana;,South America,"(5.455394, -55.187788)",1712,Suriname,5.455394,-55.187788
1920,2316,1708,arw,Lokono,Arawak; Arawák; Aruak; Arowak; Locono; Arwuak;,Severely Endangered,2000.0,Arawakan; Northern Arawakan; Maritime,Western (Guyanese) Lokono; Eastern (Surinamese) Lokono,,"Lokono has two mutually intelligible dialects. Western Lokono (or Guyanese Lokono) is spoken in Guyana, and Eastern Lokono (or Surinamese Lokono) in Suriname and French Guiana. (Rybka 2015)",Venezuela;Guyana;Suriname;French Guiana;,South America,"(5.455394, -55.187788)",1712,French Guiana,5.455394,-55.187788
